Id,Use Case,Status,Created Date,Close Date,Price,Discount code,Pain,Loss Reason
wi4uoivn,Corporate Events,Closed Won,2018-06-20,2018-06-20,960,ANNUAL60DEAL,financial control,
cz0s25py,Corporate Events,Closed Won,2018-06-23,2018-06-23,360,MONTHSAVE25DEAL,,
0jhlry9r,Corporate Events,Closed Won,2018-06-23,2018-06-23,960,SEMESTER20DEALAGAIN,operations,
cijp773h,Educational Seminars,Closed Lost,2018-08-02,2018-07-26,1008,,quality of delivery,no response
209z1gts,Corporate Events,Closed Won,2018-08-02,2018-08-02,360,MONTHSAVE25DEAL,quality of delivery,
,,Demo 1,2018-08-02,2018-08-02,,,,
djeupak1,Corporate Events,Closed Lost,2018-08-02,2018-12-02,200,SAVINGSLIGHT,,lost to competitor
ag8ln3hp,Corporate Events,Closed Lost,2018-08-02,2018-07-11,576,,operations,no response
1vel4tfw,Corporate Events,Closed Won,2018-08-02,2018-08-02,1344,YEARLY30PROMO,operations,
y9wclbkw,Corporate Events,Closed Won,2018-08-02,2018-08-02,450,TRIALFREE,operations,
87t2g7av,Corporate Events,Closed Won,2018-08-02,2018-09-02,240,MONTH50REBATE,operations,
go6a739p,Corporate Events,Closed Lost,2018-08-02,2018-07-21,576,SEVENTYFIVEANNUAL,operations,price
tf69arxm,Corporate Events,Closed Won,2018-08-02,2018-08-02,768,2SEMESTERS20OFF,operations,
ghz9154n,,Closed Won,2018-09-02,2018-12-02,360,DISCOUNT25QUICK,,
,Educational Seminars,Closed Lost,2018-07-24,2018-07-25,1344,ANNUAL30BONUS,financial control,lost to competitor
2x5rjovf,Educational Seminars,Closed Won,2018-07-24,2018-07-25,150,MONTH75SPECIAL,operations,
bcimej8c,Educational Seminars,Closed Won,2018-07-24,2018-07-25,324,SLASH10,quality of delivery,
,Sports Events,Closed Lost,2018-07-24,2018-07-24,200,,operations,no response
h989tjdn,Educational Seminars,Closed Lost,2018-07-24,2018-07-24,200,,operations,no response
bfsjkqqe,Corporate Events,Closed Lost,2018-07-24,2018-03-04,240,MONTH50REBATE,operations,not target
4bdc2oyi,Corporate Events,Closed Won,2018-07-24,2018-07-24,14876,ECONOMY75DISCOUNT,operations,
08j5pqbu,Corporate Events,Closed Won,2018-01-01,2018-02-01,360,SAVE25LESS,quality of delivery,
ypx8tni5,Sports Events,Closed Won,2018-01-01,2018-06-25,240,ECONOMY50GIFT,operations,
jze59nus,Educational Seminars,Closed Lost,2018-01-01,2018-06-11,324,,quality of delivery,lost to competitor
2gd3188q,Corporate Events,Closed Lost,2018-01-01,2018-01-01,200,,quality of delivery,price
qksapoqf,Corporate Events,Closed Won,2018-01-01,2018-02-01,240,DISCOUNT50POWER,operations,
gosr7c5g,Corporate Events,Closed Lost,2018-02-01,2018-07-22,240,MONTH50REBATE,quality of delivery,no response
qwvvxb83,Educational Seminars,Closed Won,2018-02-01,2018-02-01,960,YEARLY60,operations,
,Corporate Events,Closed Lost,2018-06-10,2018-06-10,200,,operations,price
,Corporate Events,Closed Lost,2018-06-11,2018-06-11,324,,operations,other
qtjhjq54,Sports Events,Closed Won,2018-06-11,2018-06-11,51744,DOUBLE25SAVING,operations,
wlv1up1y,Educational Seminars,Checkbox,2018-06-11,2018-06-11,360,DISCOUNT25QUICK,operations,
1spsh169,Corporate Events,Closed Won,2018-06-11,2018-06-11,768,2SEMESTERS20OFF,operations,
gw24f7pg,Corporate Events,Closed Won,2018-12-03,2018-08-15,360,SAVE25LESS,operations,
44cigaw7,Corporate Events,Closed Won,2018-12-03,2018-12-03,768,2SEMESTERS20OFF,operations,
,Corporate Events,Closed Lost,2018-08-08,2018-08-12,240,DISCOUNT50POWER,operations,not target
brhdqzs2,Corporate Events,Closed Lost,2018-08-08,2018-10-24,450,TRIALFREE,operations,lost to competitor
1piw38l1,Corporate Events,Closed Won,2018-08-08,2018-08-08,768,2SEMESTERS20OFF,operations,
bsu129f6,Sports Events,Closed Lost,2018-08-11,2018-08-15,200,SAVINGSLIGHT,operations,no budget
,Corporate Events,Closed Lost,2018-08-11,2018-08-26,600,,operations,not target
ik3wb1tk,Corporate Events,Checkbox,2018-08-11,2018-08-11,324,10OFFREDUCED,operations,
nuuh39xh,Sports Events,Closed Won,2018-08-11,2018-09-22,14876,MONTH75SPECIAL,operations,
,Corporate Events,Closed Lost,2018-06-23,2018-09-16,324,,operations,no response
vro1rh9p,Corporate Events,Closed Won,2018-06-23,2018-06-23,360,MONTHSAVE25DEAL,,
,Corporate Events,Negotiation,2018-06-23,2018-06-23,768,,quality of delivery,
s1r02oik,Corporate Events,Closed Won,2018-06-23,2018-06-23,240,MONTH50REBATE,quality of delivery,
weaonqde,Corporate Events,Closed Lost,2018-06-23,2018-06-25,150,ECONOMY75DISCOUNT,financial control,no budget
ex6qlf61,Educational Seminars,Closed Won,2018-06-23,2018-06-23,960,YEARLY60,operations,
h9t4jfrm,Corporate Events,Closed Won,2018-06-23,2018-06-24,720,4SEMESTERS40DEAL,operations,
v22mh2tv,Corporate Events,Closed Won,2018-06-23,2018-06-23,768,2SEMESTERS20OFF,operations,
5vruh0zc,Corporate Events,Closed Lost,2018-06-23,2018-06-24,200,,operations,no budget
j5udrd97,Educational Seminars,Closed Won,2018-09-02,2018-09-02,14870,MONTH75SPECIAL,quality of delivery,
bjmsxiu2,Sports Events,Closed Won,2018-09-02,2018-09-02,150,MONTH75SPECIAL,financial control,
ba33h6lu,Corporate Events,Closed Won,2018-09-02,2018-07-18,14876,ECONOMY75DISCOUNT,operations,
,Corporate Events,Closed Lost,2018-09-02,2018-07-24,768,,quality of delivery,no response
,Corporate Events,Closed Lost,2018-07-15,2018-09-16,324,,operations,no budget
gjmvk9dy,Educational Seminars,Closed Won,2018-07-15,2018-07-24,768,HALFYEAR20G,operations,
6pd4yx4m,Corporate Events,Closed Won,2018-07-15,2018-02-03,576,2SEMESTERS20SALE,,
e6b5cvfy,Sports Events,Closed Won,2018-07-15,2018-07-15,1344,ANNUAL30BONUS,quality of delivery,
r91kg2p0,Sports Events,Closed Lost,2018-07-15,2018-08-14,32396,SLASH10,operations,price
,Corporate Events,Closed Lost,2018-07-15,2018-07-16,768,,operations,lost to competitor
oyni38z1,Educational Seminars,Closed Lost,2018-07-15,2018-07-15,240,,financial control,no product fit
iku93i5c,Corporate Events,Closed Won,2018-07-15,2018-07-16,768,2SEMESTERS20OFF,operations,
o6etrnvd,Sports Events,Closed Won,2018-07-15,2018-07-15,133594,ANNUAL30BONUS,time saving,
aa43xx95,Educational Seminars,Closed Lost,2018-07-15,2018-07-16,240,,financial control,no decision
2e6ob6ew,Corporate Events,Closed Won,2018-07-15,2018-07-18,1344,YEARLY30PROMO,operations,
1nc993zq,Corporate Events,Closed Lost,2018-02-01,2018-10-01,360,SAVE25LESS,operations,not target
z5f0s48a,Sports Events,Closed Won,2018-02-01,2018-09-01,768,HALFYEAR20G,time saving,
1t2remh4,Corporate Events,Closed Won,2018-02-01,2018-04-01,450,TRIALFREE,operations,
nvju1get,Corporate Events,Closed Won,2018-02-01,2018-02-01,1680,YEARLY30DISCOUNT,operations,
4zesdif2,Corporate Events,Checkbox,2018-02-01,2018-02-01,240,DISCOUNT50POWER,quality of delivery,
r9xc9thv,Educational Seminars,Closed Won,2018-03-01,2018-06-25,960,YEARLY60,operations,
0jqeeaft,Corporate Events,Closed Won,2018-03-01,2018-03-01,768,2SEMESTERS20OFF,operations,
3dn1rz9q,Corporate Events,Closed Lost,2018-03-01,2018-04-01,150,,operations,no budget
lnnqzmjw,Corporate Events,Closed Won,2018-03-01,2018-09-06,960,ANNUAL60DEAL,operations,
7k0s9yxl,Corporate Events,Closed Won,2018-03-01,2018-11-01,576,2SEMESTERS20SALE,operations,
fr1oxygv,Corporate Events,Closed Lost,2018-03-01,2018-06-10,324,,operations,no response
2ag480cn,Corporate Events,Closed Won,2018-03-01,2018-03-01,600,,operations,
,Corporate Events,Closed Lost,2018-06-11,2018-07-22,768,,financial control,lost to competitor
sm7d1p9s,Corporate Events,Closed Won,2018-06-11,2018-06-11,768,2SEMESTERS20OFF,quality of delivery,
0n3vowo1,Corporate Events,Closed Won,2018-06-11,2018-06-18,240,MONTH50REBATE,quality of delivery,
2whs7l2n,Corporate Events,Closed Lost,2018-06-11,2018-07-22,768,,quality of delivery,price
7sdn7ibq,Corporate Events,Closed Won,2018-06-11,2018-06-18,768,2SEMESTERS20OFF,operations,
s6nefwq2,Sports Events,Closed Lost,2018-06-11,2018-06-12,200,,financial control,price
3znqrk2z,Corporate Events,Closed Won,2018-06-11,2018-06-11,1680,YEARLY30DISCOUNT,quality of delivery,
tg30626c,Corporate Events,Closed Lost,2018-06-11,2018-06-11,18150,,quality of delivery,no product fit
4yjogf1l,Sports Events,Closed Lost,2018-06-11,2018-06-12,324,,financial control,lost to competitor
2ctyxi6p,Corporate Events,Closed Won,2018-08-11,2018-08-12,360,MONTHSAVE25DEAL,operations,
ifmtxbvf,Corporate Events,Closed Won,2018-08-11,2018-08-11,600,,operations,
dqzeubr2,Sports Events,Closed Won,2018-08-11,2018-08-11,768,HALFYEAR20G,operations,
sip9bpcs,Corporate Events,Closed Won,2018-06-24,2018-06-25,150,ECONOMY75DISCOUNT,operations,
tzsyykwr,Corporate Events,Closed Lost,2018-06-24,2018-07-26,240,DISCOUNT50POWER,financial control,no product fit
87dszp64,Corporate Events,Closed Lost,2018-06-24,2018-12-02,200,FIFTYGIFT,operations,lost to competitor
homcuhil,Corporate Events,Closed Won,2018-06-24,2018-06-24,360,SAVE25LESS,operations,
2rxeczed,Corporate Events,Closed Won,2018-06-24,2018-06-24,240,MONTH50REBATE,operations,
72fvxube,Sports Events,Closed Won,2018-06-24,2018-08-11,300,ECONOMY50SPECIAL,operations,
2alq6izb,Corporate Events,Closed Won,2018-06-24,2018-06-25,14876,ECONOMY75DISCOUNT,financial control,
dqyjita3,Educational Seminars,Closed Won,2018-09-02,2018-09-02,960,YEARLY60,financial control,
9ivwmjlm,Corporate Events,Closed Won,2018-09-02,2018-09-02,768,2SEMESTERS20OFF,operations,
421hhbxc,Corporate Events,Closed Won,2018-09-02,2018-09-02,360,SAVE25LESS,operations,
cireneyy,Sports Events,Closed Won,2018-09-02,2018-09-02,240,ECONOMY50GIFT,operations,
90c0vbyf,,Demo 1,2018-09-02,2018-09-02,,,,
,Corporate Events,Closed Lost,2018-09-02,2018-07-14,200,,operations,not target
fuux1w8u,Corporate Events,Closed Lost,2018-07-15,2018-07-16,768,,operations,lost to competitor
,Sports Events,Closed Lost,2018-07-16,2018-07-21,576,QUARTER25SAVING,operations,lost to competitor
ykso7am0,Corporate Events,Closed Won,2018-07-16,2018-07-17,576,2SEMESTERS20SALE,operations,
gx9myuqy,Sports Events,Closed Lost,2018-07-16,2018-07-25,200,,operations,no response
nsokcbz0,Corporate Events,Closed Lost,2018-07-16,2018-07-17,200,,operations,no response
,Sports Events,Closed Lost,2018-07-16,2018-07-21,200,,financial control,lost to competitor
ej46ncsg,Corporate Events,Closed Won,2018-07-16,2018-07-16,360,SAVE25LESS,quality of delivery,
ve450tt8,Corporate Events,Closed Won,2018-03-01,2018-03-01,600,PROMOTIONCODE,operations,
gbedaamz,Corporate Events,Closed Lost,2018-03-01,2018-04-01,576,2SEMESTERS20SALE,,price
xrokvirr,Corporate Events,Closed Lost,2018-03-01,2018-04-01,300,SAVEMONTH50SPECIAL,financial control,price
71e48y2y,Corporate Events,Closed Won,2018-03-01,2018-03-01,600,PROMOTIONCODE,operations,
wy9ssh78,Corporate Events,Closed Lost,2018-03-01,2018-03-01,200,,quality of delivery,no response
ue11fb5p,Corporate Events,Closed Lost,2018-03-01,2018-03-01,200,,operations,price
,Educational Seminars,Closed Lost,2018-06-12,2018-06-18,300,,financial control,other
p2vzgz38,Sports Events,Closed Won,2018-06-12,2018-06-12,360,25GIFT,quality of delivery,
nhvhd2wu,Educational Seminars,Closed Won,2018-06-12,2018-06-12,768,HALFYEAR20G,financial control,
h7xs4q81,Educational Seminars,Closed Lost,2018-06-12,2018-06-13,200,CREDIT75,financial control,other
479n4ph5,Educational Seminars,Closed Lost,2018-06-12,2018-07-11,324,,operations,lost to competitor
7pftfk4n,Educational Seminars,Closed Lost,2018-06-12,2018-06-25,150,,quality of delivery,price
gcvm1ijj,,Closed Lost,2018-06-12,2018-06-12,1008,,financial control,other
abbbp3bl,Sports Events,Closed Won,2018-07-25,2018-07-25,150,CUTBACK75SPECIAL,operations,
se2ko0jz,Corporate Events,Closed Won,2018-06-24,2018-06-24,1344,YEARLY30PROMO,operations,
4yyqeebe,Corporate Events,Closed Won,2018-06-24,2018-06-25,300,SAVEMONTH50SPECIAL,quality of delivery,
,Sports Events,Closed Lost,2018-06-24,2018-09-03,300,ECONOMY50SPECIAL,operations,no response
adibycxn,Corporate Events,Closed Won,2018-06-24,2018-06-24,1350,DOUBLESEMESTER50,quality of delivery,
77ztg2dc,Corporate Events,Closed Lost,2018-06-24,2018-06-24,360,,operations,no response
664pvsr1,Corporate Events,Closed Won,2018-06-24,2018-06-24,150,ECONOMY75DISCOUNT,quality of delivery,
zffapz33,Sports Events,Closed Won,2018-06-24,2018-06-25,960,ANNUAL60DEAL,operations,
3rjicv0w,Corporate Events,Closed Won,2018-06-24,2018-06-24,240,DISCOUNT50POWER,operations,
otnzem1z,Educational Seminars,Closed Won,2018-06-24,2018-06-24,960,YEARLY60,quality of delivery,
,Educational Seminars,Closed Lost,2018-06-25,2018-06-02,200,BIANNUAL20,financial control,no product fit
b1d4m29h,Educational Seminars,Closed Lost,2018-06-25,2018-06-25,360,,quality of delivery,lost to competitor
27byqhlb,Sports Events,Closed Won,2018-12-02,2018-12-02,360,DISCOUNT25QUICK,operations,
,Corporate Events,Closed Lost,2018-12-02,2018-07-11,300,,quality of delivery,no response
w6s3wjlq,Sports Events,Closed Won,2018-12-02,2018-12-02,240,ECONOMY50GIFT,financial control,
hs397uap,Corporate Events,Closed Lost,2018-12-02,2018-12-02,200,,operations,price
5754flf1,Sports Events,Closed Won,2018-12-02,2018-12-02,768,HALFYEAR20G,operations,
w9hp9oc9,Corporate Events,Closed Won,2018-12-02,2018-07-09,450,TRIALFREE,financial control,
rjxhldbl,Corporate Events,Closed Lost,2018-12-02,2018-08-05,324,,quality of delivery,no response
ne80uytj,Educational Seminars,Closed Won,2018-12-02,2018-12-02,240,SAVEMONTH50G,operations,
vhy0ljpq,Corporate Events,Closed Lost,2018-12-02,2018-07-16,500,,,not target
bnahxmix,Corporate Events,Closed Lost,2018-07-16,2018-07-18,200,,quality of delivery,price
7zuri8s3,Corporate Events,Closed Lost,2018-07-16,2018-07-17,200,,operations,lost to competitor
bggh1dpr,Corporate Events,Closed Lost,2018-07-16,2018-07-25,18150,CUTBACK75SPECIAL,operations,price
8mpirf6k,Corporate Events,Closed Lost,2018-07-17,2018-07-17,150,ECONOMY75DISCOUNT,operations,price
n0f9x45e,Sports Events,Closed Won,2018-07-17,2018-07-17,1008,RENEWYEAR30,operations,
3wxtlzqz,Corporate Events,Closed Won,2018-07-17,2018-07-17,768,2SEMESTERS20OFF,operations,
wsn8770v,Educational Seminars,Closed Won,2018-03-01,2018-03-01,768,HALFYEAR20G,,
,Corporate Events,Closed Lost,2018-03-01,2018-04-01,200,,operations,other
,Educational Seminars,Closed Lost,2018-03-01,2018-03-01,200,,quality of delivery,no response
czmym7n8,Corporate Events,Closed Won,2018-03-01,2018-06-24,1680,YEARLY30DISCOUNT,operations,
0rqnl52f,Sports Events,Closed Lost,2018-04-01,2018-06-19,360,,operations,no budget
i9bhxvex,Corporate Events,Closed Won,2018-04-01,2018-04-01,960,ANNUAL60DEAL,financial control,
,Educational Seminars,Closed Lost,2018-04-01,2018-04-01,9610,YEARLY60,operations,price
ftcoenkz,Sports Events,Closed Lost,2018-04-01,2018-04-01,200,,operations,no response
,Educational Seminars,Closed Lost,2018-04-01,2018-06-20,360,,operations,lost to competitor
,Educational Seminars,Closed Lost,2018-06-12,2018-06-20,200,,financial control,price
zpre3b85,Corporate Events,Closed Lost,2018-06-12,2018-06-16,200,,quality of delivery,other
issjlxiy,Corporate Events,Closed Lost,2018-06-12,2018-06-13,696,,operations,lost to competitor
,Educational Seminars,Closed Lost,2018-06-12,2018-06-12,200,,operations,other
wqaboj80,Corporate Events,Closed Won,2018-06-12,2018-06-13,240,MONTH50REBATE,operations,
8d6qideu,Sports Events,Closed Won,2018-06-12,2018-06-25,960,YEARLY60,operations,
h3il9fxm,Sports Events,Closed Lost,2018-06-13,2018-07-22,576,,financial control,no budget
b1b5unq2,Sports Events,Closed Won,2018-06-13,2018-06-13,576,HALFSEASON20G,financial control,
,Sports Events,Closed Lost,2018-06-13,2018-07-22,324,,quality of delivery,no response
w8j9juf9,Corporate Events,Closed Lost,2018-06-13,2018-06-16,240,,operations,price
o3632yog,Educational Seminars,Closed Won,2018-07-25,2018-07-25,576,HALFSEASON20G,operations,
7lngflhz,Educational Seminars,Closed Lost,2018-07-25,2018-07-25,200,,time saving,lost to competitor
wuhh2xg0,Corporate Events,Closed Won,2018-07-25,2018-07-26,576,2SEMESTERS20SALE,operations,
4yqlzh28,Corporate Events,Closed Won,2018-07-25,2018-07-25,150,ECONOMY75DISCOUNT,operations,
,Educational Seminars,Closed Lost,2018-07-25,2018-09-18,768,,financial control,lost to competitor
,Corporate Events,Closed Lost,2018-07-25,2018-07-25,150,QUARTERLY75OFF,operations,no product fit
d7os98c8,Corporate Events,Closed Won,2018-07-25,2018-07-25,576,2SEMESTERS20SALE,operations,
,Educational Seminars,Closed Lost,2018-07-25,2018-07-25,150,,financial control,price
kid5ljt9,Corporate Events,Closed Won,2018-07-25,2018-04-05,360,SAVE25LESS,time saving,
f7oey7if,Corporate Events,Closed Won,2018-07-25,2018-08-11,300,MONTH50CUTBACK,operations,
m0wa5qsv,Corporate Events,Closed Won,2018-07-25,2018-08-13,14876,ECONOMY75DISCOUNT,financial control,
yd76c0la,Corporate Events,Closed Won,2018-06-25,2018-06-25,240,DISCOUNT50POWER,operations,
,Sports Events,Closed Lost,2018-06-25,2018-06-25,768,,operations,price
,Corporate Events,Closed Won,2018-06-25,2018-06-25,500,,,
2cftpdeh,Corporate Events,Closed Won,2018-06-25,2018-06-25,1344,YEARLY30PROMO,operations,
024laath,Corporate Events,Closed Won,2018-06-25,2018-06-25,1344,YEARLY30PROMO,quality of delivery,
jubd73jd,Corporate Events,Closed Won,2018-06-25,2018-06-25,150,ECONOMY75DISCOUNT,quality of delivery,
xurerz07,Corporate Events,Closed Won,2018-06-25,2018-09-12,150,CUTBACK75SPECIAL,operations,
qraox1a6,Corporate Events,Closed Won,2018-12-02,2018-12-02,1680,YEARLY30DISCOUNT,quality of delivery,
c8cw2eda,Sports Events,Closed Won,2018-12-02,2018-12-02,600,,operations,
,Corporate Events,Closed Lost,2018-12-02,2018-10-04,960,,operations,lost to competitor
,Corporate Events,Closed Lost,2018-12-02,2018-07-23,240,DISCOUNT50POWER,operations,no response
fl3bkvlv,Corporate Events,Closed Lost,2018-12-02,2018-07-09,600,PROMOTIONCODE,financial control,not target
y83fm5wl,Sports Events,Checkbox,2018-07-08,2018-07-08,300,SAVEMORE50,operations,
jr8w2k53,Educational Seminars,Closed Lost,2018-07-08,2018-09-08,768,,operations,lost to competitor
cxce80uu,Corporate Events,Closed Lost,2018-07-17,2018-07-21,150,QUARTERLY75OFF,operations,not target
vu89uv4n,Corporate Events,Closed Won,2018-07-17,2018-07-17,960,SEMESTER20DEALAGAIN,financial control,
23xbzhj5,Educational Seminars,Closed Won,2018-07-17,2018-07-17,768,HALFYEAR20G,financial control,
3ifpmlou,Corporate Events,Closed Won,2018-07-17,2018-03-03,768,2SEMESTERS20OFF,operations,
ylyp18mp,Sports Events,Closed Lost,2018-07-17,2018-07-25,200,,,no response
,Sports Events,Closed Won,2018-04-01,2018-04-01,0,,,
x7q23wb9,Corporate Events,Closed Lost,2018-04-01,2018-06-25,360,,operations,no response
ezh8d3md,Corporate Events,Closed Won,2018-04-01,2018-04-01,300,SAVEMONTH50SPECIAL,operations,
,Sports Events,Closed Won,2018-04-01,2018-03-01,0,,,
r3rk1v7u,Corporate Events,Closed Won,2018-04-01,2018-06-20,768,2SEMESTERS20OFF,quality of delivery,
s71w2qby,Corporate Events,Closed Won,2018-07-01,2018-06-13,14876,ECONOMY75DISCOUNT,operations,
1agdp3tl,Corporate Events,Closed Won,2018-06-13,2018-06-13,768,2SEMESTERS20OFF,quality of delivery,
11jwprl1,Corporate Events,Closed Lost,2018-06-13,2018-06-20,240,DISCOUNT50POWER,operations,other
qjtjup2j,Corporate Events,Closed Lost,2018-06-13,2018-06-25,200,,quality of delivery,no response
,Educational Seminars,Closed Lost,2018-06-13,2018-06-20,200,,financial control,no response
,Sports Events,Closed Lost,2018-06-13,2018-06-19,240,,financial control,no response
5ey4wd7u,Corporate Events,Closed Won,2018-06-13,2018-06-13,240,MONTH50REBATE,quality of delivery,
s28k335e,Corporate Events,Closed Won,2018-06-13,2018-06-13,150,QUARTERLY75OFF,operations,
mxpfpno0,Educational Seminars,Closed Lost,2018-07-25,2018-09-15,360,SAVE25LESS,operations,not target
ap2oaqjk,Educational Seminars,Closed Lost,2018-07-25,2018-07-25,200,,financial control,no response
s8e6dbms,Corporate Events,Closed Lost,2018-07-25,2018-09-16,300,,operations,no response
35n3z0sw,Corporate Events,Closed Lost,2018-07-25,2018-07-25,150,,operations,no product fit
khl8yuyt,Sports Events,Closed Won,2018-07-25,2018-07-26,240,ECONOMY50GIFT,financial control,
3j45qex7,Educational Seminars,Closed Lost,2018-07-25,2018-08-22,600,,financial control,price
,Corporate Events,Closed Lost,2018-07-25,2019-01-28,360,FULL75YEAR,operations,lost to competitor
,Educational Seminars,Closed Lost,2018-02-03,2018-05-03,200,,operations,lost to competitor
b2aje4tf,Corporate Events,Closed Won,2018-02-03,2018-02-03,360,SAVE25LESS,operations,
b7wtw6fi,Sports Events,Closed Lost,2018-02-03,2018-09-10,240,,operations,not target
rdui6qf3,Sports Events,Closed Lost,2018-02-03,2018-03-03,360,DISCOUNT25QUICK,operations,lost to competitor
7l23x8iv,Corporate Events,Closed Lost,2018-06-25,2018-06-25,360,SAVE25LESS,operations,no response
,Corporate Events,Closed Lost,2018-06-25,2018-11-18,320,,quality of delivery,not target
b6zngi9s,Corporate Events,Closed Won,2018-06-25,2018-06-25,240,MONTH50REBATE,quality of delivery,
,Sports Events,Closed Lost,2018-01-02,2018-07-25,450,,operations,no response
owsn167c,Corporate Events,Closed Won,2018-01-02,2018-01-02,1680,YEARLY30DISCOUNT,operations,
s55dtj0q,Educational Seminars,Closed Won,2018-07-08,2018-07-08,450,SAVEQUARTER25,financial control,
iz8tuot2,Corporate Events,Closed Lost,2018-07-08,2018-07-08,0,,operations,no product fit
k9mje95k,Sports Events,Closed Lost,2018-07-08,2018-07-25,200,ECONOMY75OFFER,operations,no budget
,Corporate Events,Closed Lost,2018-07-08,2018-07-09,360,MONTHSAVE25DEAL,quality of delivery,not target
,Educational Seminars,Closed Lost,2018-07-17,2018-07-16,200,,financial control,no response
igfy3pl0,Sports Events,Closed Lost,2018-07-17,2018-10-22,200,PROMOTIONCODE,financial control,no response
6438hr6f,Corporate Events,Closed Won,2018-07-17,2018-07-18,360,MONTHSAVE25DEAL,operations,
,Sports Events,Closed Lost,2018-07-17,2018-07-11,200,,financial control,no response
00mlqxtx,Sports Events,Closed Lost,2018-07-17,2018-07-17,240,,financial control,no budget
,Educational Seminars,Closed Lost,2018-07-17,2018-07-18,360,25GIFT,quality of delivery,no response
e5p70stk,Educational Seminars,Closed Won,2018-07-17,2018-07-25,150,CUTBACK75SPECIAL,financial control,
4y1u4iaj,Corporate Events,Closed Won,2018-07-17,2018-07-21,32396,10OFFREDUCED,operations,
8n76zaaf,Corporate Events,Closed Won,2018-07-18,2018-07-21,768,2SEMESTERS20OFF,operations,
mj8o7p38,Corporate Events,Closed Lost,2018-07-01,2018-09-02,200,SEMESTER20MINI,operations,no response
,Corporate Events,Closed Lost,2018-07-01,2018-06-13,360,SAVE25LESS,operations,no response
g4wfz0jp,Educational Seminars,Closed Lost,2018-07-01,2018-06-11,768,,operations,no response
ey2dz4ix,Corporate Events,Closed Won,2018-07-01,2018-07-01,1344,YEARLY30PROMO,financial control,
,Corporate Events,Closed Lost,2018-07-01,2018-06-19,200,,quality of delivery,other
so8kkcr0,Corporate Events,Closed Won,2018-07-01,2013-12-09,768,2SEMESTERS20OFF,operations,
,Corporate Events,Closed Lost,2018-07-01,2018-08-01,200,,quality of delivery,price
l0kpfedg,Corporate Events,Closed Won,2018-06-16,2018-06-16,324,10OFFREDUCED,operations,
chmz9i8z,Educational Seminars,Closed Won,2018-06-16,2018-06-19,576,HALFSEASON20G,operations,
zvhf39pn,Corporate Events,Closed Lost,2018-06-16,2018-07-22,768,,quality of delivery,lost to competitor
hq38glb2,Sports Events,Closed Lost,2018-06-16,2018-06-20,200,,operations,lost to competitor
,Educational Seminars,Closed Lost,2018-06-16,2018-06-16,0,,quality of delivery,no budget
w6a4bgxq,Corporate Events,Closed Lost,2018-06-16,2018-06-18,450,TRIALFREE,quality of delivery,no response
mhx2visl,Corporate Events,Closed Won,2018-06-16,2018-06-16,768,2SEMESTERS20OFF,operations,
by8kga8j,Educational Seminars,Closed Lost,2018-06-16,2018-06-23,200,ANNUAL30BONUS,,no response
,Corporate Events,Closed Lost,2018-02-03,2018-04-03,360,SAVE25LESS,financial control,lost to competitor
,Corporate Events,Closed Lost,2018-02-03,2018-08-13,240,,operations,no response
avca9pap,Corporate Events,Closed Won,2018-02-03,2018-02-03,1344,YEARLY30PROMO,financial control,
,Corporate Events,Closed Lost,2018-02-03,2018-08-15,360,SAVE25LESS,financial control,no response
aj8i3bfg,Corporate Events,Closed Lost,2018-02-03,2018-09-03,200,,quality of delivery,no budget
4alelqbv,Sports Events,Closed Won,2018-02-03,2018-08-11,240,DISCOUNT50POWER,financial control,
dxno8pvn,Corporate Events,Closed Lost,2018-02-03,2018-02-03,240,MONTH50REBATE,operations,not target
8vyipo1z,Corporate Events,Closed Lost,2018-02-03,2018-08-25,360,,operations,no response
iiaj9mr9,Corporate Events,Closed Won,2018-03-03,2018-03-03,360,SAVE25LESS,operations,
g2h7icaq,Corporate Events,Closed Won,2018-03-03,2018-03-03,1680,YEARLY30DISCOUNT,operations,
g1ymvl6n,Corporate Events,Closed Won,2019-02-03,2019-02-03,768,2SEMESTERS20OFF,operations,
q8ys48gi,Corporate Events,Closed Won,2018-03-03,2018-03-03,1650,YEARLY30DISCOUNT,operations,
spvihezt,Corporate Events,Closed Won,2018-03-03,2018-03-03,32396,10OFFREDUCED,operations,
9784uhit,Corporate Events,Closed Won,2018-01-02,2018-01-02,240,MONTH50REBATE,quality of delivery,
x70t35wm,Corporate Events,Closed Lost,2018-01-02,2018-07-08,960,,operations,price
,Educational Seminars,Closed Lost,2018-01-02,2018-05-06,200,SHINE50,quality of delivery,no response
qx9xm1zz,Sports Events,Closed Lost,2018-01-02,2018-09-02,576,,operations,no response
b4gy626i,Corporate Events,Closed Lost,2018-01-02,2018-07-25,240,DISCOUNT50POWER,operations,no response
btsgktrd,Corporate Events,Closed Won,2018-01-02,2018-01-02,768,2SEMESTERS20OFF,quality of delivery,
l4i8sjmq,Corporate Events,Closed Lost,2018-07-08,2018-07-09,450,TRIALFREE,operations,not target
r3zbeb44,Corporate Events,Closed Won,2018-07-08,2018-07-11,150,ECONOMY75DISCOUNT,operations,
w266aes8,Corporate Events,Closed Won,2018-07-08,2018-07-11,14876,ECONOMY75DISCOUNT,financial control,
khpo9ffy,Corporate Events,Closed Won,2018-07-08,2018-07-08,324,10OFFREDUCED,operations,
